,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
428,Glenn Robinson III,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
429,Jerome Robinson,SG,23,WAS,13,3,17.0,1.7,5.2,.328,0.7,2.4,.290,1.0,2.8,.361,.396,1.2,1.3,.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2
430,Mitchell Robinson,C,22,NYK,27,27,28.8,3.8,5.8,.660,0.0,0.0,,3.8,5.8,.660,.660,0.8,1.7,.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
431,Isaiah Roby,PF,22,OKC,30,12,21.3,3.3,6.3,.521,0.6,1.8,.340,2.7,4.6,.591,.568,1.4,1.9,.724,1.5,3.9,5.4,1.8,0.8,0.6,1.3,2.7,8.6
432,Rajon Rondo,PG,34,ATL,20,2,15.0,1.5,3.7,.392,0.7,1.7,.382,0.8,2.0,.400,.480,0.1,0.1,.500,0.2,2.0,2.2,3.5,0.6,0.1,1.4,0.9,3.6
433,Derrick Rose,PG,32,TOT,25,3,23.5,5.0,11.7,.430,0.9,2.4,.377,4.1,9.3,.444,.469,2.5,3.0,.851,0.3,1.9,2.2,4.5,1.2,0.4,1.9,1.2,13.5
434,Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
435,Derrick Rose,PG,32,NYK,10,3,24.6,4.7,10.9,.431,1.0,2.2,.455,3.7,8.7,.425,.477,2.1,2.4,.875,0.1,2.5,2.6,4.9,1.1,0.6,1.9,1.2,12.5
436,Terrence Ross,SG,29,ORL,35,2,29.5,5.6,13.6,.410,2.1,6.1,.344,3.5,7.5,.462,.486,2.3,2.6,.900,0.3,3.1,3.5,2.2,1.1,0.5,1.7,1.8,15.5
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Terry Rozier,SG,26,CHO,33,33,33.5,7.4,15.2,.490,3.4,7.7,.439,4.1,7.5,.543,.601,2.3,2.8,.824,0.5,3.3,3.8,3.2,1.4,0.4,2.1,2.0,20.5
439,Ricky Rubio,PG,30,MIN,34,19,25.4,2.7,6.9,.390,0.8,2.4,.329,1.9,4.5,.422,.447,1.8,2.2,.824,0.4,2.7,3.1,6.4,1.2,0.0,2.1,2.3,8.0
440,D'Angelo Russell,PG,24,MIN,20,19,29.2,7.0,16.3,.426,3.0,7.4,.399,4.0,8.9,.449,.517,2.4,3.2,.750,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
441,Domantas Sabonis,PF,24,IND,35,35,36.5,7.8,14.9,.525,0.9,2.7,.333,6.9,12.2,.568,.556,4.2,5.9,.714,2.6,8.5,11.1,6.0,1.0,0.6,3.4,3.4,20.8
442,Luka Šamanić,PF,21,SAS,9,1,11.0,1.7,3.8,.441,0.9,2.2,.400,0.8,1.6,.500,.559,0.4,0.9,.500,0.7,2.4,3.1,0.1,0.3,0.2,0.7,1.1,4.7
443,JaKarr Sampson,PF,27,IND,15,0,6.5,1.0,2.1,.469,0.1,0.3,.200,0.9,1.8,.519,.484,0.5,0.7,.800,0.5,1.4,1.9,0.1,0.1,0.2,0.4,0.7,2.6
444,Dario Šarić,PF,26,PHO,17,0,18.1,4.1,8.4,.483,1.4,3.6,.377,2.7,4.8,.561,.563,2.0,2.2,.919,0.8,3.2,4.0,1.3,0.8,0.2,1.2,1.9,11.5
445,Tomáš Satoranský,SG,29,CHI,23,0,20.7,2.6,4.9,.536,0.8,1.7,.487,1.8,3.2,.562,.621,1.1,1.3,.897,0.3,2.3,2.6,4.4,0.5,0.2,1.5,1.2,7.2
446,Dennis Schröder,SG,27,LAL,33,33,31.2,5.2,11.9,.440,1.0,3.2,.317,4.2,8.8,.484,.482,3.4,4.1,.831,0.5,2.9,3.5,4.5,0.9,0.2,2.3,2.7,14.9
447,Mike Scott,PF,32,PHI,17,4,17.4,1.5,3.7,.413,1.1,2.9,.380,0.4,0.8,.538,.563,0.1,0.3,.400,0.2,2.5,2.8,0.3,0.5,0.1,0.6,1.0,4.3
448,Collin Sexton,SG,22,CLE,31,31,36.4,8.8,18.2,.487,1.7,4.2,.400,7.2,14.0,.513,.533,4.7,5.9,.803,0.7,1.9,2.6,4.5,1.2,0.1,2.9,2.8,24.1
449,Landry Shamet,SG,23,BRK,33,0,19.7,2.5,6.5,.384,1.8,4.9,.358,0.8,1.6,.463,.519,1.0,1.2,.868,0.2,1.7,1.8,1.1,0.5,0.2,0.8,1.3,7.8
450,Iman Shumpert,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
451,Pascal Siakam,PF,26,TOR,30,30,35.8,7.4,16.3,.453,1.2,4.1,.295,6.2,12.3,.505,.490,4.1,5.0,.819,1.9,5.5,7.5,4.8,1.2,0.7,2.2,3.1,20.1
452,Chris Silva,PF,24,MIA,6,0,8.8,1.0,1.5,.667,0.2,0.2,1.000,0.8,1.3,.625,.722,1.7,2.0,.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8
453,Ben Simmons,PG,24,PHI,31,31,33.9,6.2,10.7,.578,0.1,0.2,.286,6.1,10.5,.585,.581,3.6,5.4,.671,1.7,6.2,7.9,7.6,1.6,0.7,3.4,3.1,16.1
454,Anfernee Simons,SG,21,POR,32,0,17.0,2.7,6.9,.395,2.0,4.9,.411,0.7,1.9,.355,.543,0.7,0.8,.846,0.2,2.3,2.4,1.3,0.2,0.2,0.8,1.7,8.2
455,Deividas Sirvydis,SG,20,DET,5,0,1.6,0.0,0.6,.000,0.0,0.6,.000,0.0,0.0,,.000,0.2,0.4,.500,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
456,Marcus Smart,PG,26,BOS,17,17,32.3,4.4,11.1,.394,1.6,5.3,.311,2.7,5.8,.469,.468,2.7,3.6,.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1
457,Dennis Smith Jr.,PG,23,TOT,15,7,18.3,2.8,7.3,.385,0.9,2.9,.318,1.9,4.3,.431,.450,0.7,0.9,.786,0.7,2.0,2.7,3.3,1.2,0.5,1.1,1.5,7.3
458,Dennis Smith Jr.,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0
459,Dennis Smith Jr.,PG,23,DET,12,7,20.6,3.3,8.3,.404,1.2,3.3,.350,2.2,4.9,.441,.475,0.5,0.7,.750,0.8,2.3,3.2,3.8,1.3,0.7,1.3,1.6,8.3
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Ish Smith,PG,32,WAS,19,1,20.6,2.3,6.1,.379,0.3,1.1,.250,2.1,5.1,.406,.401,0.3,0.8,.400,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2
462,Jalen Smith,PF,20,PHO,11,0,5.2,0.6,1.7,.368,0.2,0.7,.250,0.5,1.0,.455,.421,0.0,0.2,.000,0.5,0.5,1.0,0.2,0.0,0.2,0.1,0.4,1.5
463,Tony Snell,SG,29,ATL,23,6,18.3,1.8,3.7,.482,1.5,2.7,.565,0.3,1.0,.261,.688,0.0,0.0,,0.5,1.6,2.0,1.2,0.1,0.3,0.6,1.3,5.1
464,Ray Spalding,C,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
465,Cassius Stanley,SG,21,IND,8,0,2.9,0.3,0.9,.286,0.1,0.3,.500,0.1,0.6,.200,.357,0.5,0.6,.800,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1
466,Lamar Stevens,PF,23,CLE,24,0,14.4,1.6,3.9,.404,0.1,0.7,.118,1.5,3.2,.468,.415,1.0,1.3,.719,0.5,2.1,2.6,1.0,0.5,0.3,0.6,1.5,4.2
467,Isaiah Stewart,C,19,DET,34,2,18.4,2.4,4.3,.555,0.0,0.1,.200,2.4,4.1,.567,.558,0.6,0.9,.688,2.4,3.4,5.8,0.7,0.5,1.0,0.9,2.6,5.4
468,Max Strus,SF,24,MIA,19,0,14.9,2.5,5.4,.456,1.6,4.5,.365,0.8,0.9,.889,.607,0.5,0.7,.714,0.1,0.9,1.1,0.5,0.2,0.0,0.2,1.3,7.1
469,Edmond Sumner,SG,25,IND,22,4,11.4,1.9,3.7,.512,0.4,1.2,.346,1.5,2.5,.589,.567,0.9,1.2,.741,0.4,1.0,1.4,0.5,0.6,0.1,0.8,1.2,5.1
470,Jae'Sean Tate,SF,25,HOU,34,22,27.4,4.0,7.4,.536,0.6,2.0,.319,3.3,5.4,.617,.579,1.3,1.7,.754,1.9,3.4,5.3,1.7,0.9,0.5,1.2,3.1,9.9
471,Jayson Tatum,SF,22,BOS,31,31,35.8,9.0,20.6,.437,2.6,7.1,.368,6.4,13.5,.474,.501,4.3,5.0,.859,0.6,6.5,7.1,4.5,1.4,0.5,2.5,1.9,24.9
472,Jeff Teague,PG,32,BOS,28,4,18.1,2.1,5.6,.373,0.7,1.6,.422,1.4,4.0,.354,.434,1.5,1.7,.896,0.3,1.4,1.6,2.1,0.8,0.2,1.1,1.2,6.4
473,Garrett Temple,SG,34,CHI,33,12,28.4,3.2,7.6,.428,1.4,4.0,.344,1.9,3.6,.521,.518,0.9,1.2,.816,0.6,2.6,3.2,2.1,0.9,0.5,1.0,2.3,8.8
474,Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
475,Daniel Theis,C,28,BOS,34,29,24.3,3.6,6.5,.564,0.8,2.1,.370,2.9,4.3,.660,.625,1.2,1.8,.667,1.3,3.7,5.0,1.4,0.6,1.1,1.0,2.9,9.3
476,Brodric Thomas,SG,24,HOU,4,0,6.0,0.5,1.8,.286,0.3,1.5,.167,0.3,0.3,1.000,.357,1.3,1.8,.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5
477,Matt Thomas,SG,26,TOR,21,0,6.9,0.9,2.2,.391,0.6,1.5,.387,0.3,0.7,.400,.522,0.2,0.3,.833,0.0,0.6,0.7,0.4,0.1,0.0,0.2,0.4,2.5
478,Tristan Thompson,PF,29,BOS,34,29,22.8,3.3,6.1,.531,0.0,0.1,.000,3.3,6.1,.539,.531,1.4,2.2,.632,3.1,5.2,8.3,1.0,0.4,0.4,0.9,2.1,7.9
479,Sindarius Thornwell,SG,26,NOP,11,1,4.8,0.5,1.2,.462,0.3,0.5,.500,0.3,0.6,.429,.577,0.0,0.2,.000,0.1,0.2,0.3,0.2,0.4,0.0,0.2,0.3,1.4
480,Matisse Thybulle,SG,23,PHI,33,2,18.1,1.2,3.2,.368,0.5,2.0,.262,0.7,1.2,.537,.448,0.2,0.4,.571,0.4,1.1,1.5,0.9,1.4,0.9,0.4,2.0,3.1
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Killian Tillie,C,22,MEM,2,0,10.5,0.5,2.0,.250,0.5,1.0,.500,0.0,1.0,.000,.375,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.0,0.5,2.5,1.5
483,Xavier Tillman Sr.,PF,22,MEM,27,7,20.4,3.0,5.9,.513,0.4,1.3,.286,2.6,4.6,.577,.544,0.6,0.9,.739,1.5,3.1,4.6,1.7,0.9,0.6,0.9,2.4,7.0
484,Obi Toppin,PF,22,NYK,27,0,12.7,1.9,4.0,.486,0.5,1.6,.295,1.4,2.3,.619,.547,0.4,0.5,.714,0.3,2.1,2.5,0.6,0.3,0.4,0.6,1.0,4.7
485,Juan Toscano-Anderson,SG,27,GSW,23,13,20.6,2.3,4.1,.564,0.7,1.5,.429,1.7,2.6,.644,.644,0.6,0.8,.722,0.7,3.8,4.5,2.2,0.6,0.5,1.1,2.1,5.8
486,Karl-Anthony Towns,C,25,MIN,16,16,32.8,7.9,15.9,.494,1.9,5.0,.375,6.0,10.9,.549,.553,4.4,4.8,.909,3.0,7.9,10.9,3.9,0.9,1.7,3.2,3.8,22.0
487,Gary Trent Jr.,SG,22,POR,33,20,31.2,5.5,13.1,.423,3.1,7.5,.406,2.5,5.6,.446,.539,1.1,1.4,.778,0.6,1.6,2.2,1.5,0.8,0.2,0.7,1.6,15.2
488,P.J. Tucker,PF,35,HOU,32,32,30.0,1.5,4.1,.366,0.8,2.7,.314,0.7,1.4,.467,.469,0.6,0.7,.783,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8,4.4
489,Myles Turner,C,24,IND,33,33,31.5,4.7,9.8,.484,1.5,4.6,.314,3.3,5.1,.639,.559,2.5,3.3,.778,1.4,5.2,6.5,0.9,1.0,3.4,1.4,3.5,13.5
490,Jonas Valančiūnas,C,28,MEM,27,26,27.1,6.3,11.7,.539,0.4,1.0,.357,6.0,10.7,.557,.555,2.5,3.3,.756,3.4,7.9,11.3,1.7,0.6,0.6,2.1,3.1,15.6
491,Denzel Valentine,SG,27,CHI,30,3,19.7,3.1,8.3,.375,1.6,4.7,.348,1.5,3.6,.411,.474,0.2,0.2,1.000,0.4,3.7,4.1,1.8,0.7,0.0,0.6,1.2,8.0
492,Jarred Vanderbilt,PF,21,MIN,34,17,19.2,2.5,4.1,.612,0.0,0.1,.500,2.5,4.0,.613,.615,1.0,1.9,.556,1.8,3.9,5.7,1.5,1.1,0.6,1.0,2.1,6.1
493,Fred VanVleet,SG,26,TOR,34,34,36.7,6.6,16.6,.400,3.4,8.8,.383,3.3,7.9,.419,.501,3.5,3.9,.894,0.7,3.8,4.4,6.6,1.7,0.8,2.0,2.4,20.1
494,Devin Vassell,SF,20,SAS,26,1,17.3,1.9,4.8,.397,1.0,2.4,.397,1.0,2.4,.397,.496,0.7,0.8,.857,0.6,2.6,3.2,1.1,1.1,0.3,0.5,1.2,5.5
495,Gabe Vincent,PG,24,MIA,25,5,15.0,2.1,5.7,.364,0.9,3.6,.258,1.2,2.2,.537,.444,0.8,0.8,.905,0.1,1.0,1.1,1.2,0.5,0.1,0.8,1.8,5.8
496,Noah Vonleh,PF,25,BRK,4,0,2.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0
497,Nikola Vučević,C,30,ORL,36,36,33.9,9.9,20.4,.483,2.7,6.5,.412,7.2,13.9,.516,.548,2.2,2.6,.851,1.9,9.7,11.6,3.7,1.0,0.6,1.7,1.7,24.6
498,Dean Wade,PF,24,CLE,28,5,11.4,1.2,2.6,.446,0.8,1.9,.423,0.4,0.8,.500,.595,0.3,0.4,.667,0.5,1.7,2.1,0.6,0.2,0.2,0.4,0.8,3.4
499,Moritz Wagner,C,23,WAS,22,11,14.3,2.5,4.8,.533,0.5,1.6,.343,2.0,3.2,.629,.590,1.5,2.0,.750,0.5,2.5,3.0,1.2,0.7,0.3,0.6,2.3,7.1
500,Kemba Walker,PG,30,BOS,20,20,30.0,6.2,15.9,.388,3.0,8.1,.366,3.2,7.8,.410,.481,3.2,3.5,.914,0.4,3.2,3.6,4.6,1.1,0.4,2.2,1.4,18.5
501,Lonnie Walker,SG,22,SAS,30,27,27.3,4.2,10.5,.402,1.8,4.9,.358,2.5,5.6,.440,.486,1.1,1.3,.800,0.2,2.7,2.9,1.8,0.5,0.4,1.1,2.1,11.3
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,John Wall,PG,30,HOU,25,25,31.7,7.5,17.7,.424,2.0,6.0,.340,5.5,11.7,.468,.482,4.0,5.3,.744,0.4,2.8,3.2,6.0,0.9,0.7,3.3,1.2,21.0
504,Brad Wanamaker,PG,31,GSW,37,0,16.2,1.6,4.4,.358,0.4,1.5,.232,1.2,2.9,.425,.398,1.3,1.5,.891,0.2,1.5,1.7,2.7,0.7,0.2,0.9,1.4,4.8
505,T.J. Warren,SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
506,P.J. Washington,PF,22,CHO,31,31,29.4,4.4,9.8,.449,1.4,3.5,.385,3.1,6.3,.485,.518,2.3,2.9,.778,1.5,4.9,6.3,2.9,1.1,1.2,2.1,2.7,12.5
507,Yuta Watanabe,SF,26,TOR,22,1,12.2,0.9,2.7,.333,0.5,1.5,.364,0.4,1.2,.296,.433,0.4,0.4,1.000,0.8,2.4,3.2,0.4,0.4,0.5,0.4,1.0,2.7
508,Tremont Waters,PG,23,BOS,10,1,9.8,1.0,3.1,.323,0.6,1.5,.400,0.4,1.6,.250,.419,0.7,0.8,.875,0.2,0.6,0.8,3.0,0.6,0.0,1.3,0.6,3.3
509,Paul Watson,SF,26,TOR,16,0,4.6,0.6,1.3,.500,0.6,1.1,.529,0.1,0.2,.333,.725,0.0,0.0,,0.1,0.8,0.9,0.1,0.0,0.1,0.1,0.6,1.8
510,Quinndary Weatherspoon,SG,24,SAS,5,0,4.8,0.2,1.0,.200,0.0,0.2,.000,0.2,0.8,.250,.200,0.4,0.4,1.000,0.0,0.4,0.4,0.6,0.2,0.0,1.2,1.4,0.8
511,Russell Westbrook,PG,32,WAS,27,27,34.2,7.8,18.3,.428,1.1,3.8,.294,6.7,14.5,.463,.458,3.5,6.0,.583,1.6,8.1,9.7,9.8,1.1,0.3,4.8,2.9,20.3
512,Coby White,PG,20,CHI,34,34,33.2,5.9,14.1,.420,2.4,6.7,.354,3.5,7.4,.480,.504,2.0,2.3,.896,0.5,4.6,5.1,5.0,0.4,0.1,2.4,2.5,16.2
513,Derrick White,SG,26,SAS,8,4,23.6,4.3,10.8,.395,1.9,5.5,.341,2.4,5.3,.452,.483,1.4,1.9,.733,0.1,1.6,1.8,3.9,1.0,1.0,0.9,2.3,11.8
514,Hassan Whiteside,C,31,SAC,23,1,14.6,3.5,6.0,.580,0.0,0.0,.000,3.5,6.0,.584,.580,1.3,2.4,.545,1.6,4.2,5.7,0.5,0.3,1.3,1.0,1.8,8.3
515,Greg Whittington,PF,27,DEN,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Andrew Wiggins,PF,25,GSW,37,37,32.2,6.5,14.1,.463,1.8,5.0,.351,4.8,9.1,.524,.525,2.2,3.3,.672,1.0,3.4,4.5,2.2,0.8,1.1,1.9,2.3,17.0
517,Grant Williams,PF,22,BOS,28,6,18.5,1.9,4.1,.470,0.9,2.1,.433,1.0,2.0,.509,.583,0.5,1.0,.517,1.0,1.9,2.9,0.9,0.5,0.4,1.0,2.8,5.3
518,Kenrich Williams,PF,26,OKC,36,6,18.9,2.6,4.7,.554,0.6,1.4,.420,2.0,3.3,.610,.616,0.4,0.7,.625,1.3,2.7,4.0,1.6,0.8,0.2,0.9,1.8,6.2
519,Lou Williams,PG,34,LAC,35,3,22.7,4.5,10.7,.422,1.1,2.8,.398,3.4,7.9,.431,.475,2.4,2.7,.865,0.4,1.9,2.3,3.7,0.9,0.1,1.6,1.0,12.5
520,Patrick Williams,PF,19,CHI,33,33,28.5,3.8,8.1,.474,0.9,2.3,.390,2.9,5.8,.508,.530,1.6,2.0,.788,0.9,3.9,4.8,1.2,0.7,0.8,1.5,2.3,10.2
521,Robert Williams,C,23,BOS,29,0,16.1,3.0,4.2,.721,0.0,0.0,.000,3.0,4.2,.727,.721,0.9,1.3,.641,2.3,3.6,5.9,1.1,0.9,1.4,1.0,1.8,6.9
522,Zion Williamson,PF,20,NOP,34,34,33.1,9.9,16.1,.614,0.2,0.6,.316,9.7,15.5,.624,.619,5.7,8.2,.695,2.7,4.5,7.2,3.4,0.9,0.7,2.6,2.4,25.6
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,D.J. Wilson,PF,24,MIL,11,0,9.0,1.4,3.7,.366,0.8,2.4,.346,0.5,1.4,.400,.476,0.1,0.2,.500,0.3,1.8,2.1,0.3,0.1,0.4,0.4,1.1,3.6
525,Dylan Windler,SF,24,CLE,22,0,19.0,2.1,4.7,.456,1.0,2.9,.365,1.1,1.8,.600,.568,1.0,1.2,.808,0.8,3.3,4.1,1.3,0.7,0.5,1.0,1.3,6.3
526,Justise Winslow,SF,24,MEM,6,0,22.3,4.0,10.7,.375,0.5,2.5,.200,3.5,8.2,.429,.398,1.0,1.7,.600,0.8,4.3,5.2,1.5,0.5,0.7,1.7,3.0,9.5
527,Cassius Winston,PG,22,WAS,6,0,7.3,0.7,1.7,.400,0.5,1.2,.429,0.2,0.5,.333,.550,0.3,0.3,1.000,0.0,0.7,0.7,1.0,0.0,0.2,0.2,0.7,2.2
528,James Wiseman,C,19,GSW,26,17,20.8,4.8,9.5,.510,0.4,1.0,.370,4.5,8.5,.527,.530,1.7,2.7,.629,1.4,4.5,5.9,0.7,0.3,1.1,1.5,3.2,11.8
529,Christian Wood,C,25,HOU,17,17,31.2,8.8,15.7,.558,1.9,4.5,.421,6.9,11.2,.613,.618,2.6,3.8,.688,1.8,8.4,10.2,1.3,0.9,1.5,1.8,1.9,22.0
530,Robert Woodard,SF,21,SAC,6,0,2.8,1.0,1.8,.545,0.2,0.5,.333,0.8,1.3,.625,.591,0.0,0.3,.000,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.0,2.2
531,Delon Wright,SG,28,DET,29,24,29.2,3.8,8.1,.468,1.0,2.5,.384,2.8,5.6,.506,.528,2.1,2.7,.785,1.1,3.5,4.6,4.9,1.4,0.5,1.2,1.1,10.7
532,Thaddeus Young,PF,32,CHI,30,0,25.3,5.6,9.1,.609,0.2,0.7,.227,5.4,8.4,.643,.619,0.8,1.5,.500,2.4,3.5,5.9,4.4,1.4,0.6,1.9,2.7,12.1
533,Trae Young,PG,22,ATL,34,34,34.8,7.7,17.9,.430,2.5,6.6,.378,5.2,11.3,.460,.499,8.5,9.6,.878,0.7,3.4,4.2,9.4,0.9,0.2,4.4,2.1,26.4
534,Cody Zeller,C,28,CHO,18,15,23.4,4.1,7.9,.514,0.2,1.1,.158,3.9,6.8,.569,.525,1.4,1.8,.758,2.6,5.0,7.6,2.4,0.6,0.6,1.1,2.6,9.7
535,Ivica Zubac,C,23,LAC,38,1,19.8,3.2,4.8,.659,0.0,0.0,.000,3.2,4.8,.663,.659,1.9,2.3,.826,2.4,4.6,7.0,1.1,0.4,0.8,1.0,2.5,8.2
